ann_id,work,source_dataset,annotation_type,text,text_clean,t_start,t_end,clip_id,verb,noun,verb_category,split,has_answer,answer_idx,options,n_options
00594c2d-1c89-47ec-aa3f-1c560cab3d26,EgoSchema,Ego4D (EgoSchema),vqa,"What role do you think the actions performed by the woman in the video serve in the larger context of the video, and how do they contribute to the overall story?","what role do you think the actions performed by the woman in the video serve in the larger context of the video, and how do they contribute to the overall story?",,,00594c2d-1c89-47ec-aa3f-1c560cab3d26,what,think,what,test,False,-1,"The woman supports c by actively participating in the process of cutting bean pods and extracting beans from them. ||| The woman mainly focuses on cutting various types of vegetables alongside c in the video. ||| The actions of the woman are unrelated to c's tasks and do not contribute to the overall story. ||| The woman is responsible for organizing the kitchen and making sure everything is in its proper place. ||| The woman's actions, such as pouring water and handling cups, serve as complementary tasks to c's main activity.",5
0c3ab029-4ab6-473d-9ebe-557b74379b77,EgoSchema,Ego4D (EgoSchema),vqa,Summarize the primary activities c engaged in throughout the video and identify the central theme or focus of c's actions.,summarize the primary activities c engaged in throughout the video and identify the central theme or focus of c's actions.,,,0c3ab029-4ab6-473d-9ebe-557b74379b77,describe,engaged,describe,test,False,-1,"The core theme of c's actions revolved around writing and using the pen, with less importance placed on technology. ||| C primarily engaged in discussions with the woman with occasional use of technological devices as a secondary theme. ||| C engaged in tasks related to digital devices, such as operating desktops, phones, and typing, with the central theme being technology use. ||| The central focus of c's actions was shifting between different activities while maintaining equal emphasis on technology and non-technology tasks. ||| Most of c's actions were related to organizing the work environment, with technology only occasionally used to achieve that goal.",5
0c7de6e6-c739-4258-bf4e-d13d77dcf9b2,EgoSchema,Ego4D (EgoSchema),vqa,Identify the key actions performed by c to maintain cleanliness during the process.,identify the key actions performed by c to maintain cleanliness during the process.,,,0c7de6e6-c739-4258-bf4e-d13d77dcf9b2,describe,maintain,describe,test,False,-1,"Wiping down countertops, mopping the floor, and dusting surfaces. ||| Washing dishes, utensils, and cookware and putting them away in their designated spaces. ||| Sterilizing utensils using boiling water, vacuum sealing plates and bowls, and arranging items by size. ||| Cleaning the stove, defrosting the freezer, and using an air purifier to maintain cleanliness. ||| Organizing the pantry, replacing old items, and repainting the kitchen walls for an updated, clean appearance.",5
0ed12167-8978-4712-b525-6dc579059d1f,EgoSchema,Ego4D (EgoSchema),vqa,Analyze the different stages of the shoe cleaning process performed by c. how do the methods and tools used change throughout this process?,analyze the different stages of the shoe cleaning process performed by c. how do the methods and tools used change throughout this process?,,,0ed12167-8978-4712-b525-6dc579059d1f,describe,different,describe,test,False,-1,"C uses an electric brush, tap water, a bathtub, and a knife for cleaning the shoe and its components. ||| C uses an electric brush, tap water, and a bathtub for cleaning the shoe and its components. ||| C uses an electric brush, tap water, a bathtub, and a basin for cleaning the shoe and its components, while also talking to a man. ||| C uses an electric brush, tap water, a bathtub, and a basin for cleaning the shoe and its components, and then opens a box with a knife. ||| C cleans shoe components using an electric brush, tap water, bathtub, and basin, while walking and talking to a man.",5
103d4fff-9cb9-4ae0-aed0-f938dc3063c6,EgoSchema,Ego4D (EgoSchema),vqa,"Given the whole video, identify the key actions performed by c which prove crucial in the assembly of the yellow patterns. explain why these actions are important.","given the whole video, identify the key actions performed by c which prove crucial in the assembly of the yellow patterns. explain why these actions are important.",,,103d4fff-9cb9-4ae0-aed0-f938dc3063c6,who,whole,who,test,False,-1,"Key actions include picking patterns from the cutter, applying glue, and pressing patterns together. ||| Key actions involve using both hands to hold patterns, applying glue selectively, and aligning patterns on the cutter for balance. ||| Critical actions include spreading glue on the cutter, picking patterns to assess their quality, and pressing patterns against one another to adhere them together. ||| Pivotal actions involve experimenting with stick glue application methods, organizing patterns on the working surface, and evaluating the aftermath of the pressing process. ||| Essential actions include picking patterns of various shapes, strategically choosing the amount of glue applied, and concentrating on the pressure used to press patterns together.",5
111b7189-cc45-438c-8144-ded1eed0f6c2,EgoSchema,Ego4D (EgoSchema),vqa,What are the key techniques and steps c utilized to work with the clay and clay mould throughout the video? please summarize them succinctly.,what are the key techniques and steps c utilized to work with the clay and clay mould throughout the video? please summarize them succinctly.,,,111b7189-cc45-438c-8144-ded1eed0f6c2,what,techniques,what,test,True,1,"C uses a hoe to shape the clay into bricks. ||| C uses a clay mould to shape the clay into bricks. ||| Carefully, c employs his skillful hands to progressively mold the clay into sturdy bricks. ||| Carefully, c employs a wheel for shaping the clay effectively into well-formed bricks. ||| C skillfully uses a high-temperature kiln to carefully shape the malleable clay into strong, durable bricks.",5
11804377-b663-4ca9-bb67-f3f727390e48,EgoSchema,Ego4D (EgoSchema),vqa,Identify and explain the significance of the repeated actions observed in the video related to cooking the mushrooms.,identify and explain the significance of the repeated actions observed in the video related to cooking the mushrooms.,,,11804377-b663-4ca9-bb67-f3f727390e48,describe,repeated,describe,test,False,-1,"Turning mushrooms, using a spatula, and checking the wristwatch ensures even cooking. ||| Turning mushrooms, using a spatula, checking the wristwatch, and placing a hand over the frying pan ensures even cooking. ||| Rotate mushrooms with spatula, check watch, place hand over pan, and use container for even cooking. ||| Turning mushrooms, using a spatula, checking the wristwatch, placing a hand over the frying pan, using a container, and cutting mushrooms ensures even cooking. ||| Turning mushrooms ensures even cooking.",5
11b82925-34e9-42ee-ace7-a1ccf1ed9617,EgoSchema,Ego4D (EgoSchema),vqa,"Describe the sequence of actions involving the power driver and the hand drill machine, highlighting their purposes and any differences between them.","describe the sequence of actions involving the power driver and the hand drill machine, highlighting their purposes and any differences between them.",,,11b82925-34e9-42ee-ace7-a1ccf1ed9617,describe,involving,describe,test,False,-1,"The power driver and hand drill both function to create holes in the wood, but the power driver operates much faster with increased torque. ||| The power driver is used to drive nails into the wood, while the hand drill machine creates holes in the wood. ||| The power driver is designed to extract nails from the wood after they're placed, while the hand drill machine is dedicated to securing the joints of the wood pieces. ||| Power drivers and hand drills both drive nails into wood, but hand drills excel at making pilot holes for power drivers. ||| The power driver is used primarily to bore holes and fasten screws in the wood, while the hand drill machine functions to cut through large pieces of wood.",5
1336dafa-7b75-4ef5-aee7-822ff14ae5ec,EgoSchema,Ego4D (EgoSchema),vqa,"What were the primary materials and tools c utilized while working throughout the video, and how were they used to modify her creations?","what were the primary materials and tools c utilized while working throughout the video, and how were they used to modify her creations?",,,1336dafa-7b75-4ef5-aee7-822ff14ae5ec,what,materials,what,test,False,-1,"Using whipped cream, a piping bag, nozzle, bowl, pans, stone, plastic bags, napkin, bottle, and container, c designed donuts. ||| C primarily used whipped cream, a piping bag, and a nozzle to design donuts. ||| C used whipped cream, a piping bag, a nozzle, a bowl, a pan, a stone, a plastic bag, a napkin, a bottle, a wide pan, and a plastic container to design donuts, adjust the mat, and interact with the woman. ||| C used whipped cream, a piping bag, a nozzle, a bowl, a pan, a stone, a plastic bag, a napkin, a bottle, a wide pan, and a plastic container to design donuts, adjust the mat, and interact with the woman, while also adjusting her sahri. ||| C used whipped cream, a piping bag, a nozzle, a bowl, a pan, a stone, a plastic bag, a napkin, a bottle, a wide pan, and a plastic container to design donuts, adjust the mat, and interact with the woman, while also adjusting her sahri and picking up dropped items.",5
13da7511-a092-4a48-b54c-23444a37d3ae,EgoSchema,Ego4D (EgoSchema),vqa,"What is the primary task being performed throughout the video, and how does the progression of actions provide context for this task?","what is the primary task being performed throughout the video, and how does the progression of actions provide context for this task?",,,13da7511-a092-4a48-b54c-23444a37d3ae,what,being,what,test,False,-1,"Fixing a shoe with a hammer, not monitoring progress ||| Sewing a nylon bag focused on the stitching awl's detailed movements ||| Repairing a sandal using a stitching awl and thread ||| Pursuing shoe designing by continuously adjusting and assessing the shoes ||| Methodically constructing a sandal by mastering the threading technique",5
13e20734-cac8-492a-a70a-3d2bf598d21a,EgoSchema,Ego4D (EgoSchema),vqa,"In your opinion, which parts of the video are the most critical for understanding the overall objective of the man and c, and why?","in your opinion, which parts of the video are the most critical for understanding the overall objective of the man and c, and why?",,,13e20734-cac8-492a-a70a-3d2bf598d21a,which,your,which,test,False,-1,"The most critical parts are when the man and c hold the pack of cards, pick cards, and drop them on the table. ||| Key aspects include the man and c's interactions, handling cards, and placing them on the table. ||| Card exchanges, as they reveal the purpose of their interaction ||| The key moments are when the man and c take turns holding the pack of cards, picking cards from the pack, and dropping them on the table. ||| The most crucial parts are when the man and c engage in a card game, holding the pack of cards, picking cards, and dropping them on the table.",5
14c6fbb9-7817-4efe-af77-6030a14f5526,EgoSchema,Ego4D (EgoSchema),vqa,"Which parts of the painting process seemed to be the most crucial for c, given their actions and focus throughout the video?","which parts of the painting process seemed to be the most crucial for c, given their actions and focus throughout the video?",,,14c6fbb9-7817-4efe-af77-6030a14f5526,which,parts,which,test,False,-1,"The most crucial part for c was painting the walls, as they used both the paintbrush and paint roller to focus on this surface. ||| The most crucial parts for c were painting the ceiling and the wood, as they frequently switched between the paintbrush and paint roller to focus on these surfaces. ||| The most crucial part for c was painting the ceiling, as they used both the paintbrush and paint roller to focus on this surface. ||| The most crucial part for c was painting the wood, as they used both the paintbrush and paint roller to focus on this surface. ||| The most crucial parts for c were painting the walls and the ceiling, as they frequently switched between the paintbrush and paint roller to focus on these surfaces.",5
1569639c-b56e-4ce0-9722-2eefdab0f90d,EgoSchema,Ego4D (EgoSchema),vqa,What would you consider as the critical moments in the video contributing to the final outcome of the embroidered napkin?,what would you consider as the critical moments in the video contributing to the final outcome of the embroidered napkin?,,,1569639c-b56e-4ce0-9722-2eefdab0f90d,what,critical,what,test,False,-1,"The essential stages of ensuring perfectly aligned thread, maintaining extreme precision in every movement, and overcoming the strenuous process. ||| Collecting and organizing the necessary materials, repeatedly changing hands to maintain ultimate control, and finalizing the embroidery with an elaborate knot. ||| Attentively setting up, working diligently on each step, and successfully delivering the final product. ||| The critical moments are threading the needle, embroidering, and tying the flosses securely. ||| Preparing materials with the utmost precision, never losing focus during the arduous embroidering process, and completing the task with a confident and detailed finish.",5
159b8635-67d7-4999-99db-442a0b58b1c1,EgoSchema,Ego4D (EgoSchema),vqa,Analyze the relationship between c's actions with the metal tubes and his interactions with the sack of powder. what can you infer about the purpose of these actions?,analyze the relationship between c's actions with the metal tubes and his interactions with the sack of powder. what can you infer about the purpose of these actions?,,,159b8635-67d7-4999-99db-442a0b58b1c1,describe,between,describe,test,False,-1,Cleaning the metal tubes using powder from the sack ||| Moving the metal tubes closer to the sack of powder ||| Moving powder from sack to metal tubes ||| Using the sack of powder as a tool to handle metal tubes ||| Placing metal tubes and the sack of powder in the same location,5
16943231-1c66-49e2-91e3-47a426c1761f,EgoSchema,Ego4D (EgoSchema),vqa,"Considering the entire video, what can be concluded about the main goal c and the woman were trying to achieve regarding the weeds?","considering the entire video, what can be concluded about the main goal c and the woman were trying to achieve regarding the weeds?",,,16943231-1c66-49e2-91e3-47a426c1761f,what,concluded,what,test,False,-1,"C and the woman experimented with techniques and tools in the video to efficiently handle weeds. ||| The main goal of c and the woman was to learn about the weeds by touching, examining, and cutting them in various ways. ||| They aimed to manage and remove the weeds effectively. ||| C and the woman were attempting to understand the best way to handle the weeds by observing each other's actions and learning from them. ||| The primary objective of c and the woman was to compete with each other in handling the weeds to determine who was more skilled at weed management.",5
16d52a53-28f8-408a-9b18-b99f7a25c507,EgoSchema,Ego4D (EgoSchema),vqa,"Describe how c interacts with the other person, the various tools, and the metal, to work together and showcase a coherent workflow in the video.","describe how c interacts with the other person, the various tools, and the metal, to work together and showcase a coherent workflow in the video.",,,16d52a53-28f8-408a-9b18-b99f7a25c507,describe,interacts,describe,test,False,-1,"C welds and rotates the metal, while the other person measures, moves, and hammers the metal, creating a collaborative workflow. ||| C welds, rotates, and hammers the metal, while the other person measures and moves the metal, creating a collaborative workflow. ||| C welds, rotates, and measures the metal, while the other person moves and hammers the metal, creating a collaborative workflow. ||| C welds, rotates, and moves the metal, while the other person measures and hammers the metal, creating a collaborative workflow. ||| C focuses on welding and rotating the metal, while the other person measures and moves the metal, creating a collaborative workflow.",5
17b0f34e-82e3-4a23-be24-30d245e2b50b,EgoSchema,Ego4D (EgoSchema),vqa,"In terms of organizing and preparing clothing items, what key steps did c perform multiple times during the video?","in terms of organizing and preparing clothing items, what key steps did c perform multiple times during the video?",,,17b0f34e-82e3-4a23-be24-30d245e2b50b,what,terms,what,test,False,-1,Folding clothes and organizing the closet ||| Ironing clothes and placing them in drawers ||| Inspecting shirts and hanging them ||| Sorting clothes by color and type ||| Washing and drying clothes before hanging them,5
1805680b-54da-4ca8-97f4-3f46435b94fd,EgoSchema,Ego4D (EgoSchema),vqa,Can you summarize the various techniques c employs throughout the video to manipulate the branches and wire fence? mention the tools used and their significance in the process.,can you summarize the various techniques c employs throughout the video to manipulate the branches and wire fence? mention the tools used and their significance in the process.,,,1805680b-54da-4ca8-97f4-3f46435b94fd,describe,techniques,describe,test,False,-1,"C utilizes hands for grabbing branches, pruner for trimming, and wire cutter for fence adjustment. ||| C uses his hands to grab and pull branches and a pruner to trim them ||| C uses his hands to grab and pull branches, a pruner to trim them, and a hammer to fix the fence ||| C uses his hands to grab and pull branches, a pruner to trim them, and a saw to cut thicker branches ||| C uses his hands to grab and pull branches, a pruner to trim them, and pliers to manipulate the wire fence",5
1857297b-347b-4f90-a5ea-4d84233d88e6,EgoSchema,Ego4D (EgoSchema),vqa,"What could be the primary objective of c's actions throughout the video, considering how they interact with various objects in multiple rooms?","what could be the primary objective of c's actions throughout the video, considering how they interact with various objects in multiple rooms?",,,1857297b-347b-4f90-a5ea-4d84233d88e6,what,objective,what,test,False,-1,C focuses on relocating objects. ||| C is trying to find a specific object but keeps getting distracted by other items ||| C is attempting to create a mess in the rooms by moving items around ||| C is practicing their interior design skills by rearranging the furniture and objects ||| Cleaning and organizing the rooms,5
188c33b2-0b2a-49ee-8855-0a11324d7978,EgoSchema,Ego4D (EgoSchema),vqa,"Considering the entire video, what can you infer about c's behavior and the motivation behind it?","considering the entire video, what can you infer about c's behavior and the motivation behind it?",,,188c33b2-0b2a-49ee-8855-0a11324d7978,what,infer,what,test,False,-1,"C is constantly checking his watch, staring at the floor, and stretching his hands. ||| C is focused on physical fitness and maintaining a healthy lifestyle. ||| C exercises, hydrates, and admires the view by opening curtains. ||| C is engaging in various activities like operating the phone, fixing the camera, and walking around the room. ||| C is spending time on the floor, adjusting his position, and staring at the floor multiple times.",5
1939c0e4-e4d5-41a1-bdd6-4b3fa361cd5c,EgoSchema,Ego4D (EgoSchema),vqa,Describe the overall purpose of the character's actions throughout the video and how their focus shifts at different moments.,describe the overall purpose of the character's actions throughout the video and how their focus shifts at different moments.,,,1939c0e4-e4d5-41a1-bdd6-4b3fa361cd5c,describe,character's,describe,test,False,-1,"The main character is taking a relaxed, leisurely bike ride, fully focusing on the breathtaking scenery and the refreshing feeling of the wind gently blowing through their hair. ||| The character is riding a bicycle to get somewhere. they focus on the road and their surroundings while riding, and they focus on the bicycle when they are getting on and off. ||| The character is intensely racing a bicycle, fully concentrating on the approaching finish line, and they are completely determined to achieve victory. ||| The character diligently is delivering a package, intently focusing on the address, ensuring they are careful not to lose or mishandle the package along the way. ||| The character is taking a video of their bike ride. they focus on the camera and they make sure to capture all the best moments.",5
